"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
SALEM MEDICAL CENTER,310091,NJ,READM-30-HF-HRRP,150,,0.9206,18.8989,20.5290,23,07/01/2018,06/30/2021
SALEM MEDICAL CENTER,310091,NJ,READM-30-COPD-HRRP,146,,0.9919,21.6899,21.8673,31,07/01/2018,06/30/2021
SALEM MEDICAL CENTER,310091,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SALEM MEDICAL CENTER,310091,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-PN-HRRP,122,,0.9930,19.2941,19.4292,23,07/01/2018,06/30/2021
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-HF-HRRP,126,,1.0429,23.1444,22.1920,32,07/01/2018,06/30/2021
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-COPD-HRRP,45,,1.0190,21.1150,20.7217,11,07/01/2018,06/30/2021
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-PN-HRRP,114,,0.9888,19.1876,19.4055,21,07/01/2018,06/30/2021
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-HF-HRRP,173,,1.0208,24.0356,23.5449,43,07/01/2018,06/30/2021
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-COPD-HRRP,61,,0.9956,23.5629,23.6679,14,07/01/2018,06/30/2021
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-AMI-HRRP,N/A,,0.9817,16.6729,16.9832,Too Few to Report,07/01/2018,06/30/2021
JFK MEDICAL CENTER,310108,NJ,READM-30-PN-HRRP,869,,1.0526,18.7693,17.8311,167,07/01/2018,06/30/2021
JFK MEDICAL CENTER,310108,NJ,READM-30-HIP-KNEE-HRRP,122,,1.2999,5.3386,4.1069,11,07/01/2018,06/30/2021
JFK MEDICAL CENTER,310108,NJ,READM-30-HF-HRRP,615,,1.0091,21.2031,21.0111,131,07/01/2018,06/30/2021
JFK MEDICAL CENTER,310108,NJ,READM-30-COPD-HRRP,235,,0.9326,17.1786,18.4206,35,07/01/2018,06/30/2021
JFK MEDICAL CENTER,310108,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
JFK MEDICAL CENTER,310108,NJ,READM-30-AMI-HRRP,191,,1.0074,16.0239,15.9066,31,07/01/2018,06/30/2021
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-PN-HRRP,358,,1.0874,18.0729,16.6207,71,07/01/2018,06/30/2021
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.0400,5.4796,5.2687,Too Few to Report,07/01/2018,06/30/2021
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-HF-HRRP,447,,1.0285,22.8419,22.2090,104,07/01/2018,06/30/2021
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-COPD-HRRP,167,,1.0517,20.3612,19.3601,38,07/01/2018,06/30/2021
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-AMI-HRRP,N/A,,0.9826,16.5430,16.8353,Too Few to Report,07/01/2018,06/30/2021
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-PN-HRRP,635,,0.9634,15.2346,15.8136,94,07/01/2018,06/30/2021
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.0706,4.6679,4.3600,Too Few to Report,07/01/2018,06/30/2021
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-HF-HRRP,608,,0.9462,19.8368,20.9642,117,07/01/2018,06/30/2021
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-COPD-HRRP,268,,0.9260,17.5265,18.9274,41,07/01/2018,06/30/2021
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-AMI-HRRP,N/A,,0.9731,16.6395,17.1002,Too Few to Report,07/01/2018,06/30/2021
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-PN-HRRP,413,,1.0549,20.3033,19.2472,88,07/01/2018,06/30/2021
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9442,4.4037,4.6642,Too Few to Report,07/01/2018,06/30/2021
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-HF-HRRP,395,,1.0340,23.2231,22.4595,94,07/01/2018,06/30/2021
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-COPD-HRRP,255,,1.0057,19.8217,19.7088,51,07/01/2018,06/30/2021
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-AMI-HRRP,N/A,,0.9386,16.7997,17.8987,Too Few to Report,07/01/2018,06/30/2021
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-PN-HRRP,346,,0.9005,15.5365,17.2538,46,07/01/2018,06/30/2021
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9374,4.7925,5.1123,Too Few to Report,07/01/2018,06/30/2021
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-HF-HRRP,437,,0.9173,20.0646,21.8728,82,07/01/2018,06/30/2021
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-COPD-HRRP,208,,0.9521,18.6873,19.6268,35,07/01/2018,06/30/2021
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-AMI-HRRP,76,,1.0653,19.0227,17.8562,18,07/01/2018,06/30/2021
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-PN-HRRP,262,,1.0391,17.2285,16.5806,48,07/01/2018,06/30/2021
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9628,3.8260,3.9739,Too Few to Report,07/01/2018,06/30/2021
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-HF-HRRP,275,,1.0214,20.2306,19.8077,57,07/01/2018,06/30/2021
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-COPD-HRRP,N/A,,0.9479,17.2401,18.1887,Too Few to Report,07/01/2018,06/30/2021
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-AMI-HRRP,N/A,,0.9862,15.9763,16.2004,Too Few to Report,07/01/2018,06/30/2021
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-PN-HRRP,84,,1.0970,17.8915,16.3089,22,07/01/2018,06/30/2021
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9962,3.3261,3.3389,Too Few to Report,07/01/2018,06/30/2021
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-HF-HRRP,62,,1.0510,23.5363,22.3942,18,07/01/2018,06/30/2021
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-COPD-HRRP,38,,1.0357,21.4847,20.7434,11,07/01/2018,06/30/2021
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-PN-HRRP,52,,1.0618,18.1615,17.1052,14,07/01/2018,06/30/2021
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-HF-HRRP,43,,1.0686,24.3928,22.8268,15,07/01/2018,06/30/2021
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-CABG-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-PN-HRRP,237,,0.9620,16.4124,17.0599,36,07/01/2018,06/30/2021
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-HIP-KNEE-HRRP,312,,1.1658,4.9269,4.2262,18,07/01/2018,06/30/2021
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-HF-HRRP,165,,0.9993,20.0275,20.0414,33,07/01/2018,06/30/2021
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-COPD-HRRP,74,,0.9699,20.8707,21.5189,13,07/01/2018,06/30/2021
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
UNM HOSPITAL,320001,NM,READM-30-PN-HRRP,123,,0.9197,17.3542,18.8697,15,07/01/2018,06/30/2021
UNM HOSPITAL,320001,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
UNM HOSPITAL,320001,NM,READM-30-HF-HRRP,165,,0.9135,19.9711,21.8623,27,07/01/2018,06/30/2021
UNM HOSPITAL,320001,NM,READM-30-COPD-HRRP,66,,0.9967,20.0843,20.1500,13,07/01/2018,06/30/2021
UNM HOSPITAL,320001,NM,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
UNM HOSPITAL,320001,NM,READM-30-AMI-HRRP,N/A,,0.9542,12.9107,13.5307,Too Few to Report,07/01/2018,06/30/2021
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-PN-HRRP,244,,0.8485,13.0191,15.3444,20,07/01/2018,06/30/2021
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.8374,3.2468,3.8773,Too Few to Report,07/01/2018,06/30/2021
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-HF-HRRP,224,,0.8715,17.7879,20.4114,31,07/01/2018,06/30/2021
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-COPD-HRRP,N/A,,0.9061,16.8100,18.5515,Too Few to Report,07/01/2018,06/30/2021
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-AMI-HRRP,232,,0.8118,10.0638,12.3967,13,07/01/2018,06/30/2021
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-PN-HRRP,N/A,,1.0131,13.6994,13.5219,Too Few to Report,07/01/2018,06/30/2021
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HF-HRRP,N/A,,0.9252,17.1950,18.5845,Too Few to Report,07/01/2018,06/30/2021
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-COPD-HRRP,N/A,,1.0002,16.0697,16.0657,Too Few to Report,07/01/2018,06/30/2021
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-PN-HRRP,150,,1.0380,17.4835,16.8432,29,07/01/2018,06/30/2021
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.8882,3.9719,4.4721,Too Few to Report,07/01/2018,06/30/2021
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HF-HRRP,109,,0.9824,18.4767,18.8086,19,07/01/2018,06/30/2021
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-COPD-HRRP,78,,1.0330,18.5982,18.0035,17,07/01/2018,06/30/2021
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-AMI-HRRP,N/A,,0.9537,11.9873,12.5687,Too Few to Report,07/01/2018,06/30/2021
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-PN-HRRP,301,,1.0364,16.7310,16.1436,53,07/01/2018,06/30/2021
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-HIP-KNEE-HRRP,243,,1.0752,4.4299,4.1203,12,07/01/2018,06/30/2021
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-HF-HRRP,295,,1.0060,19.8690,19.7508,59,07/01/2018,06/30/2021
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-COPD-HRRP,202,,0.9322,17.5246,18.7996,30,07/01/2018,06/30/2021
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-AMI-HRRP,186,,1.0272,13.7661,13.4013,27,07/01/2018,06/30/2021
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-PN-HRRP,134,,0.9563,15.8777,16.6037,18,07/01/2018,06/30/2021
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.9992,3.4928,3.4955,Too Few to Report,07/01/2018,06/30/2021
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HF-HRRP,165,,1.0911,22.5565,20.6738,43,07/01/2018,06/30/2021
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-COPD-HRRP,93,,0.9791,17.8539,18.2348,15,07/01/2018,06/30/2021
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-AMI-HRRP,N/A,,0.9322,14.0719,15.0960,Too Few to Report,07/01/2018,06/30/2021
LOVELACE MEDICAL CENTER,320009,NM,READM-30-PN-HRRP,178,,1.0082,16.5140,16.3797,30,07/01/2018,06/30/2021
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.0683,4.0945,3.8329,Too Few to Report,07/01/2018,06/30/2021
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HF-HRRP,389,,1.0796,22.0928,20.4633,91,07/01/2018,06/30/2021
LOVELACE MEDICAL CENTER,320009,NM,READM-30-COPD-HRRP,64,,1.0346,19.1875,18.5462,15,07/01/2018,06/30/2021
LOVELACE MEDICAL CENTER,320009,NM,READM-30-CABG-HRRP,N/A,,0.8789,10.3692,11.7977,Too Few to Report,07/01/2018,06/30/2021
LOVELACE MEDICAL CENTER,320009,NM,READM-30-AMI-HRRP,423,,1.0308,13.8146,13.4020,60,07/01/2018,06/30/2021
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-PN-HRRP,N/A,,0.9494,13.2323,13.9378,Too Few to Report,07/01/2018,06/30/2021
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.1228,4.3991,3.9179,Too Few to Report,07/01/2018,06/30/2021
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HF-HRRP,N/A,,0.9674,20.4515,21.1396,Too Few to Report,07/01/2018,06/30/2021
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-COPD-HRRP,N/A,,1.0054,18.0142,17.9168,Too Few to Report,07/01/2018,06/30/2021
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-PN-HRRP,N/A,,0.9930,13.1776,13.2699,Too Few to Report,07/01/2018,06/30/2021
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.8991,3.2420,3.6057,Too Few to Report,07/01/2018,06/30/2021
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HF-HRRP,N/A,,1.0471,19.1527,18.2918,Too Few to Report,07/01/2018,06/30/2021
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-COPD-HRRP,N/A,,0.9802,16.7422,17.0812,Too Few to Report,07/01/2018,06/30/2021
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-PN-HRRP,227,,1.0353,16.9271,16.3504,41,07/01/2018,06/30/2021
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.0126,4.4904,4.4346,Too Few to Report,07/01/2018,06/30/2021
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HF-HRRP,170,,0.9032,18.5697,20.5589,25,07/01/2018,06/30/2021
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-COPD-HRRP,103,,0.9567,18.9007,19.7559,16,07/01/2018,06/30/2021
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-AMI-HRRP,132,,1.0471,14.1031,13.4689,21,07/01/2018,06/30/2021
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-PN-HRRP,609,,0.9886,15.5731,15.7532,94,07/01/2018,06/30/2021
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HIP-KNEE-HRRP,802,,1.0181,3.8275,3.7595,31,07/01/2018,06/30/2021
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HF-HRRP,675,,0.8530,17.2102,20.1768,106,07/01/2018,06/30/2021
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-COPD-HRRP,239,,0.9302,16.5209,17.7613,34,07/01/2018,06/30/2021
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-CABG-HRRP,101,,1.2600,13.6658,10.8462,19,07/01/2018,06/30/2021
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-AMI-HRRP,414,,0.9877,11.9874,12.1369,49,07/01/2018,06/30/2021
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-PN-HRRP,143,,0.9623,15.2559,15.8539,19,07/01/2018,06/30/2021
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HF-HRRP,83,,1.0163,20.4195,20.0926,18,07/01/2018,06/30/2021
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-COPD-HRRP,86,,0.9722,17.6425,18.1468,13,07/01/2018,06/30/2021
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-PN-HRRP,N/A,,0.9722,13.6204,14.0102,Too Few to Report,07/01/2018,06/30/2021
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.8893,3.1221,3.5109,Too Few to Report,07/01/2018,06/30/2021
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-PN-HRRP,N/A,,0.9688,13.4964,13.9306,Too Few to Report,07/01/2018,06/30/2021
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-PN-HRRP,127,,0.9055,14.3401,15.8359,11,07/01/2018,06/30/2021
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HF-HRRP,57,,1.0313,19.3118,18.7259,13,07/01/2018,06/30/2021
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-PN-HRRP,N/A,,1.0172,13.3359,13.1106,Too Few to Report,07/01/2018,06/30/2021
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
